TR1_x,MOS1_x,D1_x,L1_x,C1_x,PWM1_x,OPTO1_x,ATX_CONN_x,TR1_y,MOS1_y,D1_y,L1_y,C1_y,PWM1_y,OPTO1_y,ATX_CONN_y,cost
3,4,8,4,2,1,9,8,5,4,5,2,4,0,8,1,47.47318410057673
3,5,5,2,9,2,4,2,8,8,4,4,3,1,9,0,42.911110752121914
1,0,6,2,9,9,4,3,6,1,6,9,7,5,5,8,45.34482857628867
1,9,4,7,9,5,2,5,7,2,7,3,4,6,5,7,40.19436625769904
1,1,7,2,5,9,8,5,7,5,7,4,9,2,1,8,40.58490142065698
1,8,6,6,9,8,7,1,4,7,9,3,3,2,6,5,34.72511355720164
3,6,9,8,2,9,1,5,9,6,5,3,1,7,9,8,33.03747570029374
1,2,9,9,5,0,9,7,7,4,1,6,7,1,0,8,34.57845733257302
4,9,7,3,4,5,9,9,6,9,3,5,9,1,0,8,41.91308853551469
4,5,0,8,1,0,6,6,0,8,0,5,4,3,9,5,48.95148367915537
6,8,2,8,5,2,0,0,6,3,7,6,6,4,1,2,38.35691576798724
7,2,2,7,6,2,8,8,6,1,6,9,9,7,6,7,36.20834002924065
6,6,0,7,8,6,9,0,5,9,9,3,4,8,5,0,34.19686273800351
9,5,1,8,7,1,9,3,7,1,2,4,8,8,1,7,42.85876589326906
1,9,9,5,0,7,7,5,8,4,0,8,7,8,9,6,37.04588073866786
5,4,0,4,4,7,2,0,4,2,9,9,0,9,9,4,46.46805700689732
9,4,1,8,4,2,4,1,0,7,2,1,4,9,0,9,42.46887697602607
2,2,5,4,8,5,6,3,9,7,2,3,0,1,6,7,41.757669765671196
9,0,1,2,6,4,8,6,5,4,0,7,7,7,3,6,36.63249763687125
7,2,4,6,8,1,5,9,4,8,7,5,0,8,6,4,24.211447877692603
5,4,4,6,3,3,5,5,4,1,9,7,9,8,2,8,31.22486121109527
0,1,8,7,3,4,9,0,0,0,1,5,4,3,1,9,48.16019585853016
3,1,1,2,9,1,4,7,9,1,9,6,2,2,4,4,31.905059683361856
6,4,1,0,0,7,9,2,5,2,4,6,4,3,6,7,23.76600183587836
1,8,3,1,4,0,1,4,2,6,9,7,1,1,9,7,47.04387495498574
0,2,0,4,5,9,8,7,7,0,6,2,6,0,7,6,41.07317556470158
8,0,9,5,4,0,5,5,3,6,8,5,6,1,8,1,42.82240106860029
7,8,6,4,1,7,2,3,4,0,3,6,5,3,0,0,29.0558010772653
9,7,1,4,8,0,5,3,3,6,8,7,7,0,0,8,37.91713477848175
7,2,3,0,7,0,2,4,8,9,1,2,9,3,0,1,44.698202880878306
7,2,1,1,9,3,3,5,9,9,1,7,9,1,6,6,42.057439267975504
5,9,2,3,9,1,2,8,1,8,5,0,2,4,6,2,40.58596393502222
7,9,2,9,2,0,9,6,3,0,1,6,0,0,4,7,50.324709739165826
2,8,6,2,0,2,9,4,4,7,3,9,9,7,1,5,40.909414816017666
8,3,8,9,8,3,3,0,3,1,1,5,8,7,4,3,35.79876926976942
1,7,0,5,3,4,9,0,2,7,0,4,6,5,7,1,39.373686355233936
0,0,8,1,7,9,6,5,8,7,1,3,9,5,3,3,60.5052846910135
1,3,3,7,3,6,2,3,5,1,6,9,9,5,7,5,32.25228864167822
4,5,0,0,2,7,5,4,3,2,9,4,1,7,3,9,46.31019558140862
2,8,1,8,3,7,4,6,9,3,6,7,9,7,0,3,44.4374629905074
3,6,3,2,0,0,7,8,5,9,9,9,6,0,8,6,39.87239043574047
7,3,8,6,2,4,1,7,7,1,0,3,5,3,0,4,29.524421416467646
2,9,0,5,0,6,8,4,7,9,7,7,1,5,0,6,46.01074986983618
4,8,3,9,0,5,1,5,9,9,1,5,8,0,6,7,50.04673440241844
9,5,2,1,5,8,7,4,0,5,8,8,3,1,9,8,34.07320855367007
6,0,5,7,8,1,4,9,4,1,5,7,8,7,7,5,32.96943087799875
1,1,2,1,1,3,0,6,3,6,4,1,2,8,4,8,24.31189311773645
2,5,4,1,3,9,5,9,7,6,3,0,8,5,7,8,28.519995414890747
8,7,9,4,4,7,4,2,7,4,2,2,3,5,0,5,21.60079823605247
4,2,2,4,1,5,2,4,7,9,8,2,0,9,7,5,25.149638658346635
8,5,2,7,2,4,0,7,0,5,5,8,8,1,6,5,34.3159907306667
2,8,5,7,9,9,5,2,0,8,4,4,2,7,1,8,38.548049943681626
1,0,9,7,1,0,3,8,4,6,3,5,5,9,9,3,38.317220330355575
4,0,8,1,6,7,9,8,3,1,7,8,3,5,9,0,47.30023659962203
5,2,5,4,5,7,1,7,6,6,0,5,4,8,3,6,31.149692587103427
7,2,9,1,3,7,5,9,4,6,9,2,4,8,1,6,44.30066927386094
1,6,8,9,0,9,7,7,0,4,7,2,4,4,8,3,34.97308970815329
0,2,4,1,7,0,1,5,0,4,7,4,3,1,9,9,33.867390028166305
7,6,5,9,4,2,5,0,9,4,8,0,2,5,2,4,32.80147704400117
5,5,4,8,8,2,9,8,6,0,4,1,3,1,2,5,28.550867859125297
5,4,1,9,2,2,7,5,4,5,8,5,0,8,6,2,42.444391572348145
1,2,8,8,8,6,1,2,3,8,9,8,1,7,1,0,36.22208678518436
7,4,2,9,5,4,1,3,5,5,7,8,2,0,3,4,29.05243902071064
2,1,7,0,8,0,1,0,1,0,6,3,9,7,4,1,57.456674582608464
4,1,9,2,0,2,9,5,0,1,3,5,1,4,5,2,38.67870812042807
8,3,9,1,0,4,8,1,9,8,1,9,8,2,0,3,45.26585594894434
8,5,2,1,5,6,8,5,7,9,7,2,6,3,3,1,31.842982682405875
8,7,4,0,5,1,4,9,2,5,8,1,7,6,7,4,34.436089547633955
7,8,4,3,7,2,6,8,3,6,6,1,5,0,7,1,35.360584880801596
1,6,9,2,5,9,1,6,2,6,1,1,3,6,3,7,36.83933115425725
4,9,6,7,6,8,2,1,9,4,5,9,7,4,7,1,32.92532025345243
4,7,2,1,1,0,6,5,7,3,0,0,7,2,9,2,40.12269614480068
4,9,1,7,3,8,8,8,9,1,8,7,4,4,5,8,40.80205777403533
0,6,5,7,2,4,7,2,0,7,6,7,8,2,6,4,29.782848064447464
6,1,7,8,7,8,8,6,7,9,8,9,7,2,0,4,37.00005631077829
7,6,5,5,0,0,5,9,9,9,4,0,9,2,5,0,59.99373969595791
5,1,5,6,0,4,1,4,6,6,5,5,3,9,1,1,30.62949068705104
5,0,5,7,9,6,0,9,2,8,0,6,8,4,7,0,45.66715444046889
5,9,5,1,1,5,8,2,6,6,9,7,3,7,5,9,28.980612075287723
4,6,8,4,0,9,3,1,5,3,3,4,4,6,9,9,30.341718927554375
1,5,8,6,5,4,4,8,9,4,7,3,1,8,6,5,28.030875214542757
3,6,9,7,2,8,9,3,6,4,8,8,0,2,7,7,31.502620274839714
4,9,9,8,5,2,6,5,8,6,0,3,7,4,6,1,36.08161397090553
3,4,2,9,6,1,3,3,6,4,4,3,3,2,0,4,29.141507151411858
7,8,4,0,4,2,0,5,7,6,2,4,8,0,1,9,44.351368101519
4,6,1,1,8,8,8,3,1,5,6,9,1,9,4,9,36.92841343951566
1,5,6,2,4,6,9,7,5,9,3,1,7,4,0,8,37.17001896151602
5,5,6,3,2,7,4,9,1,8,7,4,5,5,0,0,34.36344066622532
0,4,6,5,8,7,0,4,3,8,4,1,3,6,6,4,31.24090668747332
1,4,2,5,0,1,7,1,3,3,7,6,4,7,6,2,27.734126647681652
4,1,6,8,0,0,3,5,8,5,9,5,2,6,4,9,32.66038378242557
1,8,9,5,4,9,4,1,1,2,6,7,2,5,3,6,32.08037962734046
5,6,9,0,8,3,7,4,2,6,3,0,9,1,3,2,42.063271773250854
0,9,9,2,5,9,0,6,6,6,4,1,2,1,8,7,43.285731478437796
3,4,6,9,4,0,9,3,4,7,3,3,3,4,7,5,30.411264679021347
9,1,5,3,6,4,1,0,7,0,6,6,9,1,8,0,46.30499689992102
5,7,9,0,4,9,4,5,3,5,9,0,8,6,6,2,37.42240123515958
8,9,4,8,5,2,5,4,0,2,2,7,7,1,8,1,43.89019734764597
5,2,4,6,4,4,5,2,0,7,5,4,9,8,6,5,25.54366872452739
8,0,2,0,4,7,1,5,7,3,0,7,2,6,7,8,43.52896061951825
7,2,5,3,8,9,3,0,7,1,1,4,4,9,9,8,46.93249223053772
9,3,1,0,1,5,2,1,2,7,5,4,6,9,0,7,28.165617962469522
7,4,0,0,7,9,3,4,7,9,5,9,5,2,0,5,39.67674452667498
0,8,6,0,2,2,4,9,1,9,4,3,6,1,7,2,50.54058701362386
5,5,3,7,7,9,6,9,1,8,7,6,4,9,5,2,26.708072949582327
6,1,8,7,2,8,1,7,6,0,5,3,7,8,4,6,47.301766356348885
1,4,2,3,6,9,8,0,7,2,4,8,4,0,1,8,31.594976708606765
1,6,1,9,5,9,8,1,8,6,7,4,4,1,0,6,35.57334823165848
4,9,7,2,9,1,8,0,5,7,9,1,4,6,0,6,49.159238952933386
1,2,7,9,4,9,6,1,0,7,6,7,9,5,4,2,38.217023446143735
2,3,0,3,8,1,7,0,0,1,3,6,3,4,6,1,44.22326630940718
7,7,4,5,1,6,9,8,7,9,9,0,6,7,9,4,37.13713674107898
0,6,8,9,3,8,6,5,7,7,9,7,0,0,9,8,39.86307797386942
1,6,1,9,7,0,4,7,4,7,7,5,6,2,3,5,34.48771000660354
7,8,9,9,2,6,5,2,3,3,5,7,4,6,7,9,37.16056555464969
3,1,9,1,7,8,0,4,4,7,7,6,4,0,5,5,44.204734297313074
8,1,9,1,3,4,5,8,0,5,3,8,7,5,0,4,42.355895509493074
2,9,0,1,8,8,2,3,8,1,7,9,0,1,1,5,44.876948082364635
2,7,2,5,1,7,0,7,4,8,5,2,3,6,3,5,36.90673314944948
4,2,4,6,8,6,6,8,8,1,5,5,6,6,7,5,28.180690448506198
0,2,8,1,5,2,0,0,7,0,1,5,6,6,6,2,40.672088860661304
9,8,6,5,0,8,2,7,0,4,6,5,4,9,6,3,32.193957113875804
8,9,5,3,1,8,8,4,9,7,6,4,0,5,8,3,26.538317048958675
1,8,8,2,0,9,3,6,8,4,5,0,8,4,4,8,33.833563114641535
1,5,8,1,4,0,5,9,0,4,5,7,9,7,3,9,33.525324698834524
8,3,4,9,6,3,5,9,9,5,4,2,8,1,8,3,33.36993119438329
5,1,6,1,0,2,3,1,7,2,6,1,6,7,7,5,32.476748344119606
8,9,4,7,7,2,2,8,6,8,9,6,7,8,7,8,31.791937661281978
1,7,0,8,1,1,9,0,3,7,2,5,9,5,4,8,43.49035082423849
2,5,4,0,2,4,1,5,1,4,7,2,9,4,8,1,32.80558897688716
0,7,4,7,6,9,2,7,6,9,9,5,7,2,8,7,34.98303179001111
5,9,6,3,5,0,4,2,1,9,6,6,8,7,1,0,47.31674371844408
9,8,3,8,0,8,7,0,4,1,9,9,9,3,8,1,38.808213138859216
8,0,9,1,9,6,0,0,2,4,7,8,5,9,7,5,53.05434063836178
8,6,1,1,2,4,0,5,5,4,1,8,4,1,9,2,40.413809004719695
0,4,1,2,5,0,3,9,0,6,5,6,4,3,9,3,30.023741673195072
7,8,1,0,6,0,8,1,8,6,4,5,3,4,9,3,42.914950041770766
8,4,6,1,5,8,8,0,2,9,7,8,8,6,7,0,35.78716318897532
7,4,0,7,9,6,3,8,9,2,0,4,4,5,9,4,32.6070174771784
0,8,1,1,1,8,6,9,2,9,4,6,2,4,3,8,44.192451856229184
5,4,4,3,9,0,0,6,5,7,3,7,5,2,9,8,38.012384854202345
7,8,1,0,1,6,5,2,6,1,8,7,5,9,6,0,37.95455780295304
1,5,3,4,3,9,7,0,7,3,0,5,1,4,5,4,27.85584524559747
7,3,3,1,9,8,9,9,9,0,6,4,8,3,9,2,46.32880379745093
1,2,2,9,8,3,8,4,9,1,4,3,4,0,9,8,37.98707040200847
5,6,1,7,5,0,0,6,6,4,8,7,8,3,4,8,33.02863463528057
7,0,3,1,0,2,4,1,5,6,5,9,3,5,1,0,29.67036444531017
7,0,5,3,7,5,5,9,6,9,4,1,3,0,8,9,47.1460731132772
7,1,0,6,1,0,0,9,9,1,0,5,2,7,4,6,40.81884279297912
1,0,0,6,1,6,9,0,1,8,4,6,9,3,9,7,40.78352943977732
6,6,9,5,7,5,3,1,7,9,1,0,8,9,1,0,47.66434399448457
9,9,9,8,5,7,0,2,1,3,2,4,6,9,0,4,39.05997544359697
9,8,4,8,2,5,5,8,6,5,9,2,7,4,0,9,45.895835423868114
2,3,8,6,3,5,7,9,0,8,0,5,1,3,7,5,43.58202958942244
9,5,4,5,1,0,3,7,9,9,6,2,7,7,0,9,37.31184521675756
7,6,0,0,5,8,2,7,5,3,5,1,0,1,4,3,34.28528637891411
9,0,4,3,2,8,0,4,5,0,2,4,5,3,2,1,38.832248132362565
0,5,4,3,5,8,1,3,2,3,7,5,2,9,2,8,36.59166502927703
6,5,6,0,9,8,2,3,5,9,3,9,3,4,5,0,43.365700146025205
4,8,7,1,9,2,6,5,2,9,3,7,1,8,8,7,43.56596069312486
8,2,5,7,7,9,9,3,7,5,8,7,4,6,0,7,36.70272692392002
3,3,6,9,5,8,2,4,6,4,6,2,4,1,1,7,35.69840578304755
8,3,0,8,5,7,6,5,5,9,7,9,6,7,6,7,28.629061909376972
5,2,3,1,1,8,8,4,4,7,4,5,4,8,1,3,30.14653425035688
1,1,0,3,4,4,9,8,1,5,8,5,4,3,2,4,28.285874428312614
0,4,6,9,7,2,3,3,4,5,6,0,8,6,7,8,24.863714227895397
9,7,5,5,6,3,7,0,8,7,1,3,6,7,8,5,31.916581967152922
2,2,0,5,3,6,8,5,9,4,7,5,6,6,4,9,28.583730518707306
0,0,2,9,6,3,1,6,9,2,5,9,6,6,8,3,33.806234323163736
5,7,1,1,2,9,0,3,9,4,2,8,0,7,2,1,37.85673112680963
6,4,1,0,8,2,6,2,4,8,7,5,0,5,6,1,29.132912836831174
2,6,1,3,2,9,9,8,8,7,6,4,9,4,3,7,29.15010074068369
4,0,6,3,5,7,7,0,3,2,9,8,9,7,9,1,44.0869746142699
4,5,6,2,9,7,2,1,7,4,9,6,6,6,9,6,34.735647186755486
0,2,8,1,7,8,5,1,3,4,4,3,6,1,1,8,42.07289201585103
5,4,8,1,6,6,0,1,6,3,0,7,5,3,4,2,33.73720505444962
5,7,1,8,7,0,1,4,7,7,1,3,4,9,2,1,47.23114589495526
8,2,0,2,5,3,8,8,6,1,4,7,2,0,3,1,29.951451372774347
6,9,0,5,3,0,1,1,4,0,6,3,1,0,3,2,42.27169349144948
2,6,1,5,3,3,6,1,0,8,5,8,9,8,6,3,33.541699006755906
3,5,2,6,0,3,4,5,1,5,0,5,6,7,9,0,33.7104416901628
1,6,9,1,9,4,9,5,3,4,7,8,2,1,5,2,35.49768149221172
5,1,0,9,6,3,9,3,7,5,9,7,8,8,0,0,43.08306993164402
9,4,6,0,5,2,3,3,1,3,3,2,7,6,0,9,29.09729775991858
7,2,5,8,4,3,5,3,5,4,0,6,0,5,3,8,32.70771354162589
0,3,6,5,1,1,0,1,3,9,8,2,7,3,2,2,36.08713347720638
9,8,6,4,9,4,9,3,8,1,7,2,3,4,7,4,40.06735110957509
5,7,6,9,2,0,4,8,6,7,8,6,7,6,9,2,37.83500165260203
8,4,7,6,9,1,2,3,2,6,4,8,7,5,7,0,30.063194875779356
0,5,6,6,6,4,1,0,8,7,6,5,7,9,6,1,24.925507879558293
6,6,5,7,0,6,3,0,9,4,8,5,6,3,7,5,23.78866496419316
0,4,4,9,2,1,6,9,2,9,3,9,0,1,6,1,50.4482851543503
8,6,4,8,9,1,5,4,3,4,8,6,4,9,2,3,37.779352154390736
6,0,1,6,2,3,2,1,4,2,1,8,5,7,8,7,31.13852203352133
9,0,3,6,9,2,4,5,3,2,4,7,1,1,1,0,30.08940150353452
9,7,1,0,0,0,3,0,3,7,0,4,9,1,8,6,41.358522811013394
9,4,7,9,5,3,6,9,8,7,5,6,5,5,6,0,25.19661894291577
5,1,7,2,9,8,3,7,5,0,6,0,1,4,5,9,49.393472351318714
7,6,0,7,9,6,1,6,8,3,5,3,7,9,5,7,37.397016573337446
1,4,8,8,2,1,8,1,6,9,9,0,7,4,7,7,36.06387793668457
8,2,1,0,5,4,4,1,3,1,6,2,6,3,7,2,33.569321444529955
8,1,3,9,5,6,6,3,7,5,9,1,6,8,3,4,39.51047624583778
1,1,1,9,1,5,5,9,4,1,5,3,9,2,6,0,42.228164872981445
4,9,3,6,5,8,9,1,0,8,6,5,2,9,3,6,34.4813417061611
0,7,2,3,9,2,9,4,8,5,4,7,4,0,5,8,40.708750012442344
1,9,3,4,0,3,2,6,4,7,7,6,5,0,7,4,44.03289075538035
2,8,5,7,6,1,4,3,0,6,6,5,6,8,4,8,32.50620725302531
2,9,4,2,2,7,0,9,5,0,7,9,7,4,5,1,46.18062539007261
2,0,5,2,1,5,6,3,6,1,7,0,8,9,3,6,45.52103328850648
7,9,7,4,5,1,7,3,4,2,6,7,0,1,8,0,36.5929965760075
9,9,4,9,6,6,1,1,9,7,1,2,7,4,5,8,43.1121699825956
2,0,8,8,1,9,1,1,6,6,8,7,8,8,3,2,47.746351894460176
9,0,7,1,2,1,4,1,2,8,5,0,9,8,0,1,49.817942758070224
8,5,2,0,4,8,2,7,4,8,6,3,0,7,9,5,29.940232703219294
8,9,8,1,3,4,2,9,5,8,3,0,0,3,9,5,40.319276119952534
4,9,1,4,6,1,8,3,2,6,8,4,7,4,3,5,40.800229967753395
9,9,5,9,1,1,5,5,8,2,6,3,4,8,1,5,43.928532548438895
4,3,0,6,1,8,9,1,2,4,1,3,2,4,7,8,38.13226277030396
5,4,4,1,2,5,8,6,9,8,9,0,5,8,9,7,34.964760322026116
9,4,8,6,5,9,7,7,2,0,2,9,3,6,5,8,38.54405307808713
4,6,3,1,6,1,1,1,4,8,4,4,5,1,3,2,35.41802861421171
9,1,8,0,8,7,8,1,0,4,7,6,2,7,8,6,49.421393779439576
0,3,6,5,8,8,2,5,9,0,8,3,9,3,1,2,45.35278654428444
8,0,7,2,1,3,1,4,5,6,6,5,5,8,4,7,32.04582212019314
4,3,9,3,8,7,5,9,4,0,6,4,0,9,0,7,47.412971668967884
5,5,0,2,5,1,7,1,4,1,5,6,0,6,3,8,37.56690060819821
8,2,3,6,4,8,1,2,2,4,7,5,5,4,7,5,29.799681771082092
5,1,4,2,6,0,3,4,3,3,0,6,5,2,7,1,28.297977885436275
6,8,2,6,1,0,8,3,7,7,5,8,1,2,0,0,47.754911165690515
5,9,6,4,6,9,8,3,6,0,7,4,3,2,2,4,26.433269112581225
1,3,3,1,9,3,1,4,4,6,7,8,2,9,2,3,28.399613367763866
2,0,3,0,6,4,3,6,6,9,1,6,8,3,5,7,34.19516484218956
0,4,4,6,5,2,0,5,8,1,5,3,0,0,0,3,25.46328322655003
4,4,1,2,7,5,1,0,7,9,6,4,5,4,1,8,40.54200359528128
2,5,9,9,3,3,1,9,5,5,8,5,4,9,2,1,33.612225266144335
0,1,9,4,3,2,6,4,9,8,5,7,8,0,8,8,46.961132495506924
5,7,8,0,9,2,0,0,5,6,8,2,4,4,9,3,46.744453689858936
6,8,1,7,6,6,9,0,7,8,2,8,8,6,4,2,41.42686409731452
9,9,8,8,4,3,4,1,3,0,7,8,4,4,8,2,34.50493189035555
3,8,4,2,0,3,1,5,0,3,0,4,3,8,0,9,42.16403743712315
5,1,4,6,4,0,5,4,5,8,2,9,5,0,3,0,42.36660998823325
8,1,4,8,7,5,3,6,9,6,9,3,3,4,9,5,31.662873087497406
2,1,3,4,4,2,9,1,7,7,9,0,2,6,3,2,42.667395830208065
1,3,8,0,1,0,3,4,6,7,2,9,0,2,1,2,44.56111629101951
9,0,8,1,2,9,2,5,0,1,5,3,7,7,4,7,49.35965430342331
0,4,1,0,8,1,0,6,8,8,0,1,4,8,3,6,31.78699179459562
2,4,1,1,5,9,1,1,5,3,3,4,1,5,5,0,28.7810151361326
9,2,8,4,4,1,7,4,2,6,5,9,5,4,5,1,34.67113073055484
0,2,2,7,1,9,4,1,2,5,6,7,1,6,2,5,32.05820667917746
6,5,6,6,5,3,6,7,5,7,7,9,2,6,8,8,26.557736178019276
8,8,3,1,6,9,1,5,7,8,6,9,8,3,3,0,51.96159190913755
3,5,1,5,2,8,2,2,0,8,0,5,4,6,1,6,40.25742154847474
0,5,1,1,9,0,5,1,6,0,9,7,2,2,2,3,43.20055356059101
1,9,8,7,5,0,1,0,0,6,4,6,7,4,2,0,41.740545694292955
9,8,0,6,8,9,4,4,2,2,6,7,4,8,3,1,51.536183452004025
8,6,0,8,1,7,6,2,6,9,3,9,7,5,6,0,38.539631650610644
5,3,1,1,9,0,4,8,6,4,1,5,5,3,2,1,27.083585794391084
1,9,4,8,0,4,9,0,3,0,3,3,3,1,9,9,45.69756584891379
0,1,4,8,5,5,1,6,5,4,6,3,6,2,5,8,34.89569323086049
1,2,9,7,0,1,2,8,8,0,6,9,4,3,8,9,46.06543384325754
8,5,5,6,3,9,2,0,5,4,9,3,9,1,9,2,40.938035962341985
4,1,5,4,1,9,5,1,8,7,2,2,4,5,1,2,32.35009054201706
7,1,5,6,9,7,8,5,4,9,4,6,2,5,9,5,39.241725294385276
1,8,4,9,3,0,1,9,6,7,0,0,8,2,4,6,47.91336968673691
1,6,1,7,8,1,2,6,3,7,5,7,7,1,1,6,33.98296241998132
3,5,5,9,3,1,8,3,6,1,5,7,7,4,2,5,30.956317089731556
9,9,0,6,3,6,4,1,0,6,5,7,0,4,2,2,36.8997781324238
1,4,6,3,2,1,5,5,4,7,8,4,0,6,4,6,28.071060366730062
7,8,6,9,0,9,1,9,7,2,5,6,8,3,9,2,41.2975722090446
5,0,7,1,4,0,2,9,5,2,5,6,8,7,7,1,39.34913481400311
0,3,8,9,3,9,5,0,3,6,2,6,5,0,5,4,36.154073752152904
4,1,7,6,5,6,5,2,8,7,6,5,8,8,1,7,30.515059945791606
6,2,9,8,6,9,1,1,5,8,2,6,4,1,1,0,47.05740136864625
9,1,9,8,0,6,3,8,6,7,8,9,4,3,7,6,42.60283724867862
1,5,6,0,3,4,6,0,3,7,6,5,8,4,3,6,25.497993606950185
0,0,5,9,5,9,3,6,0,2,8,5,2,6,8,3,45.59520368417043
9,0,6,8,6,1,8,4,6,9,5,2,3,2,1,8,46.308829289623965
2,3,1,9,0,8,9,0,5,1,0,2,9,1,6,2,39.91248319466034
7,3,3,3,4,4,2,9,5,4,8,6,0,1,0,1,25.69735055618206
1,9,1,4,2,5,3,6,7,1,2,4,1,3,6,5,40.98292750026239
2,0,9,0,5,7,9,8,4,2,9,1,5,9,8,4,51.46588447360419
1,9,8,8,5,3,5,3,3,0,0,8,1,0,2,1,33.61507085857156
2,4,3,5,7,8,3,4,4,7,1,8,6,6,4,6,30.54132399139609
1,9,7,5,6,3,5,1,9,4,6,9,6,9,5,7,36.80366577580924
2,8,9,4,8,1,5,2,0,4,6,9,5,2,6,5,37.799619776109886
3,3,5,5,0,3,9,3,1,5,2,1,5,7,5,8,26.276942805535427
1,4,3,3,8,9,9,6,6,9,8,1,4,1,6,5,34.72774666978992
5,3,7,0,1,2,5,6,3,0,7,4,7,9,9,3,44.24287941611134
9,4,7,2,0,8,5,1,0,0,4,6,8,0,0,7,24.636558970453798
1,4,5,8,7,0,4,5,6,4,5,5,9,6,7,9,21.534054734577772
1,3,0,1,6,2,3,8,0,0,2,5,3,1,5,0,29.61673729541001
0,0,1,5,6,9,1,5,4,1,4,9,4,7,2,2,36.50265430594468
9,8,3,7,4,7,1,4,6,8,9,7,5,3,4,1,37.735567100325056
5,1,3,3,6,5,9,8,8,1,0,7,3,3,8,5,37.453590450387814
4,2,1,3,6,9,3,3,7,8,2,5,7,8,6,1,39.68896398013777
4,2,9,2,1,3,4,7,6,4,1,7,1,0,0,8,39.715723694556296
7,4,8,5,6,5,7,5,5,1,1,6,8,0,4,1,29.226999172110602
0,6,4,9,8,7,0,1,6,3,3,4,9,8,3,3,40.29692486070406
1,0,4,1,1,3,6,3,0,9,3,8,4,9,6,4,35.52602004542476
7,5,9,0,2,9,4,2,3,4,4,1,8,7,3,5,37.60218778117261
1,2,0,6,0,4,2,9,2,5,7,5,2,1,0,5,33.823094718188145
7,0,3,1,0,4,8,1,9,7,7,0,9,3,8,1,44.80191483264517
4,7,5,4,5,9,1,8,5,7,8,7,4,7,4,0,25.959853914168335
2,5,0,9,5,1,4,7,6,7,3,6,3,3,8,8,36.758452652346264
2,5,6,6,4,0,8,9,4,5,9,4,3,9,5,1,33.533321503589264
6,9,4,0,2,2,4,8,7,5,1,7,7,8,9,2,39.13385708329212
4,4,4,3,9,0,6,0,7,1,0,4,1,7,5,0,38.471764963230285
4,5,8,2,3,9,4,0,2,4,8,1,6,1,3,7,36.747517833718476
5,6,4,9,2,6,9,3,3,6,4,4,9,5,2,4,26.560735413012168
2,8,4,1,9,8,6,1,6,3,4,4,7,2,6,2,33.431118496610495
8,5,5,5,7,6,0,0,7,8,7,6,6,7,8,6,21.917267706224848
1,9,3,8,2,8,4,7,2,4,9,5,9,9,0,8,46.73842952617335
1,4,5,1,9,5,1,8,0,1,9,4,7,0,9,0,41.40776346623296
3,2,4,0,9,1,0,9,8,8,4,7,3,1,2,1,44.866528915999424
8,1,0,7,0,4,3,4,1,7,8,6,1,6,8,9,36.40490203756265
7,1,2,8,3,7,4,9,9,6,0,8,7,4,1,7,43.398362221888775
5,6,1,2,4,1,9,0,4,6,7,0,7,9,4,9,42.674275842758775
5,7,4,2,8,3,8,8,2,7,0,5,8,5,6,1,37.447576667894
5,5,2,4,1,6,9,9,9,7,4,6,7,7,2,8,34.87231983415039
8,2,9,5,9,1,0,3,4,5,9,9,6,0,2,1,37.50267172034301
1,7,1,6,1,9,5,0,7,5,2,6,0,4,9,2,34.14520157043801
5,7,2,8,3,7,4,6,1,6,9,3,4,7,3,8,32.79943597043862
3,9,1,0,0,6,8,5,1,0,3,2,5,9,1,2,41.09416461025427
8,9,8,5,8,1,6,1,7,7,5,9,2,7,6,9,51.21012972265939
1,8,1,7,0,8,0,4,2,4,1,3,9,5,3,4,42.77812624233698
6,1,4,8,3,9,4,9,5,2,1,9,8,8,6,0,47.46777220480355
8,9,4,0,6,3,0,3,1,7,0,5,4,5,2,8,44.585661402416044
5,3,1,9,5,6,9,8,0,7,9,0,1,9,1,7,43.910202399190936
2,0,0,8,5,7,3,0,4,1,7,3,6,4,0,0,41.688631120711996
3,9,0,6,2,6,2,9,8,6,8,6,6,8,1,5,44.80644896035587
5,5,0,3,9,3,8,0,3,6,3,1,0,6,9,0,32.78402491902889
3,1,2,2,0,5,3,2,0,0,7,4,5,9,4,9,42.932764055764174
6,1,1,8,7,3,4,8,7,1,4,3,5,7,5,4,31.154065445175988
3,4,8,1,5,9,4,8,8,5,8,0,6,7,1,3,38.843958814635435
4,3,5,0,7,1,4,9,8,1,2,3,7,0,4,6,27.73419642098933
4,0,9,6,6,0,5,9,1,4,6,6,8,8,0,5,37.107846479311505
4,3,5,6,0,8,4,7,9,0,9,6,1,6,8,6,50.652351257127776
9,8,2,7,2,4,1,5,9,4,6,3,0,4,3,9,39.74688032697072
9,5,4,0,2,5,8,9,4,4,9,1,7,7,3,1,37.633625755154405
4,8,1,2,4,2,0,1,9,5,7,4,4,9,3,0,39.4950248029981
2,7,5,8,0,4,5,0,8,9,0,3,4,0,8,9,45.113226181645395
3,1,8,1,1,9,6,2,5,1,7,8,3,5,4,0,41.456104112977265
5,5,6,7,9,2,0,2,9,5,5,4,0,5,4,9,27.993852370795175
0,9,5,8,5,6,0,1,1,3,8,9,3,9,2,3,45.443349711096836
9,6,1,0,7,8,5,3,8,8,8,9,8,7,4,9,24.917003810802715
4,5,7,1,7,5,5,8,3,3,5,3,6,1,8,1,42.84119286085806
5,9,7,3,2,3,9,9,7,3,6,9,8,6,2,4,35.729386559090294
